8-hour-bayer-650mg-tablet-extended-release|8-Hour Bayer 650mg Tablet, Extended Release|Aspirin|8-Hour Bayer|Tablet, Extended Release|650mg
rexulti-1mg-tablet|Rexulti 1mg Tablet|Brexpiprazole|Rexulti|Tablet|1mg
rexulti-2mg-tablet|Rexulti 2mg Tablet|Brexpiprazole|Rexulti|Tablet|2mg
rexulti-3mg-tablet|Rexulti 3mg Tablet|Brexpiprazole|Rexulti|Tablet|3mg
rexulti-4mg-tablet|Rexulti 4mg Tablet|Brexpiprazole|Rexulti|Tablet|4mg
reyataz-eq-100mg-base-federal-register-determination-that-product-was-not-discon|Reyataz EQ 100mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Capsule|Atazanavir Sulfate|Reyataz|Capsule|EQ 100mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
reyataz-eq-150mg-base-federal-register-determination-that-product-was-not-discon|Reyataz EQ 150mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Capsule|Atazanavir Sulfate|Reyataz|Capsule|EQ 150mg BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
reyataz-eq-200mg-base-capsule|Reyataz EQ 200mg BASE Capsule|Atazanavir Sulfate|Reyataz|Capsule|EQ 200mg BASE
reyataz-eq-300mg-base-capsule|Reyataz EQ 300mg BASE Capsule|Atazanavir Sulfate|Reyataz|Capsule|EQ 300mg BASE
reyataz-eq-50mg-base-packet-powder|Reyataz EQ 50mg BASE/PACKET Powder|Atazanavir Sulfate|Reyataz|Powder|EQ 50mg BASE/PACKET
reyvow-eq-100mg-base-tablet|Reyvow EQ 100mg BASE Tablet|Lasmiditan Succinate|Reyvow|Tablet|EQ 100mg BASE
reyvow-eq-200mg-base-tablet|Reyvow EQ 200mg BASE Tablet|Lasmiditan Succinate|Reyvow|Tablet|EQ 200mg BASE
reyvow-eq-50mg-base-tablet|Reyvow EQ 50mg BASE Tablet|Lasmiditan Succinate|Reyvow|Tablet|EQ 50mg BASE
rezdiffra-100mg-tablet|Rezdiffra 100mg Tablet|Resmetirom|Rezdiffra|Tablet|100mg
rezdiffra-60mg-tablet|Rezdiffra 60mg Tablet|Resmetirom|Rezdiffra|Tablet|60mg
rezdiffra-80mg-tablet|Rezdiffra 80mg Tablet|Resmetirom|Rezdiffra|Tablet|80mg
rezenopy-10mg-spray-spray|Rezenopy 10mg/SPRAY Spray|Naloxone Hydrochloride|Rezenopy|Spray|10mg/SPRAY
rezipas-eq-500mg-base-gm-powder|Rezipas EQ 500mg BASE/GM Powder|Aminosalicylic Acid Resin Complex|Rezipas|Powder|EQ 500mg BASE/GM
rezipres-23-5mg-5ml-4-7mg-ml-solution|Rezipres 23.5mg/5mL (4.7mg/mL) Solution|Ephedrine Hydrochloride|Rezipres|Solution|23.5mg/5mL (4.7mg/mL)
rezipres-47mg-10ml-4-7mg-ml-solution|Rezipres 47mg/10mL (4.7mg/mL) Solution|Ephedrine Hydrochloride|Rezipres|Solution|47mg/10mL (4.7mg/mL)
rezipres-47mg-5ml-9-4mg-ml-solution|Rezipres 47mg/5mL (9.4mg/mL) Solution|Ephedrine Hydrochloride|Rezipres|Solution|47mg/5mL (9.4mg/mL)
rezipres-47mg-ml-47mg-ml-solution|Rezipres 47mg/mL (47mg/mL) Solution|Ephedrine Hydrochloride|Rezipres|Solution|47mg/mL (47mg/mL)
rezira-5mg-5ml-60mg-5ml-federal-register-determination-that-product-was-not-disc|Rezira 5mg/5mL / 60mg/5mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Solution|Hydrocodone Bitartrate / Pseudoephedrine Hydrochloride|Rezira|Solution|5mg/5mL / 60mg/5mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
rezlidhia-150mg-capsule|Rezlidhia 150mg Capsule|Olutasidenib|Rezlidhia|Capsule|150mg
rezulin-200mg-tablet|Rezulin 200mg Tablet|Troglitazone|Rezulin|Tablet|200mg
rezulin-300mg-tablet|Rezulin 300mg Tablet|Troglitazone|Rezulin|Tablet|300mg
rezulin-400mg-tablet|Rezulin 400mg Tablet|Troglitazone|Rezulin|Tablet|400mg
rezurock-eq-200mg-base-tablet|Rezurock EQ 200mg BASE Tablet|Belumosudil Mesylate|Rezurock|Tablet|EQ 200mg BASE
rezvoglar-3ml-100units-ml-injectable|Rezvoglar 3mL(100UNITS/mL) Injectable|Insulin Glargine-Aglr|Rezvoglar|Injectable|3mL(100UNITS/mL)
rezzayo-eq-200mg-base-vial-powder|Rezzayo EQ 200mg BASE/VIAL Powder|Rezafungin Acetate|Rezzayo|Powder|EQ 200mg BASE/VIAL
rhapsido-25mg-tablet|Rhapsido 25mg Tablet|Remibrutinib|Rhapsido|Tablet|25mg
rhinocort-0-032mg-inh-aerosol-metered|Rhinocort 0.032mg/INH Aerosol, Metered|Budesonide|Rhinocort|Aerosol, Metered|0.032mg/INH
rhinocort-0-032mg-inh-spray-metered|Rhinocort 0.032mg/INH Spray, Metered|Budesonide|Rhinocort|Spray, Metered|0.032mg/INH
rhinocort-0-064mg-inh-spray-metered|Rhinocort 0.064mg/INH Spray, Metered|Budesonide|Rhinocort|Spray, Metered|0.064mg/INH
rhinocort-allergy-0-032mg-spray-spray-metered|Rhinocort Allergy 0.032mg/SPRAY Spray, Metered|Budesonide|Rhinocort Allergy|Spray, Metered|0.032mg/SPRAY
rhofade-1-cream|Rhofade 1% Cream|Oxymetazoline Hydrochloride|Rhofade|Cream|1%
rhopressa-eq-0-02-base-solution-drops|Rhopressa EQ 0.02% BASE Solution/Drops|Netarsudil Mesylate|Rhopressa|Solution/Drops|EQ 0.02% BASE
rhuzdah-0-035mg-0-4mg-tablet|Rhuzdah 0.035mg / 0.4mg Tablet|Ethinyl Estradiol / Norethindrone|Rhuzdah|Tablet|0.035mg / 0.4mg
riabni-100mg-10ml-10mg-ml-injectable|Riabni 100mg/10mL(10mg/mL) Injectable|Rituximab-Arrx|Riabni|Injectable|100mg/10mL(10mg/mL)
ribasphere-200mg-capsule|Ribasphere 200mg Capsule|Ribavirin|Ribasphere|Capsule|200mg
ribavirin-200mg-capsule|Ribavirin 200mg Capsule|Ribavirin||Capsule|200mg
ribavirin-200mg-tablet|Ribavirin 200mg Tablet|Ribavirin||Tablet|200mg
ribavirin-400mg-tablet|Ribavirin 400mg Tablet|Ribavirin||Tablet|400mg
ribavirin-500mg-tablet|Ribavirin 500mg Tablet|Ribavirin||Tablet|500mg
ribavirin-600mg-tablet|Ribavirin 600mg Tablet|Ribavirin||Tablet|600mg
ribavirin-6gm-vial-for-solution|Ribavirin 6GM/VIAL For Solution|Ribavirin||For Solution|6GM/VIAL
rid-mousse-4-eq-0-33-base-aerosol|Rid Mousse 4% / EQ 0.33% BASE Aerosol|Piperonyl Butoxide / Pyrethrins|Rid Mousse|Aerosol|4% / EQ 0.33% BASE
ridaura-3mg-capsule|Ridaura 3mg Capsule|Auranofin|Ridaura|Capsule|3mg
rifabutin-150mg-capsule|Rifabutin 150mg Capsule|Rifabutin||Capsule|150mg
rifadin-150mg-federal-register-determination-that-product-was-not-discontinued-o|Rifadin 150mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Capsule|Rifampin|Rifadin|Capsule|150mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
rifadin-300mg-federal-register-determination-that-product-was-not-discontinued-o|Rifadin 300mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Capsule|Rifampin|Rifadin|Capsule|300mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
rifadin-600mg-vial-injectable|Rifadin 600mg/VIAL Injectable|Rifampin|Rifadin|Injectable|600mg/VIAL
rifamate-150mg-300mg-capsule|Rifamate 150mg / 300mg Capsule|Isoniazid / Rifampin|Rifamate|Capsule|150mg / 300mg
rifampin-150mg-capsule|Rifampin 150mg Capsule|Rifampin||Capsule|150mg
rifampin-300mg-capsule|Rifampin 300mg Capsule|Rifampin||Capsule|300mg
rifampin-600mg-vial-injectable|Rifampin 600mg/VIAL Injectable|Rifampin||Injectable|600mg/VIAL
rifampin-and-isoniazid-150mg-300mg-capsule|Rifampin and Isoniazid 150mg / 300mg Capsule|Isoniazid / Rifampin|Rifampin and Isoniazid|Capsule|150mg / 300mg
rifapentine-150mg-tablet|Rifapentine 150mg Tablet|Rifapentine||Tablet|150mg
rifater-50mg-300mg-120mg-tablet|Rifater 50mg / 300mg / 120mg Tablet|Isoniazid / Pyrazinamide / Rifampin|Rifater|Tablet|50mg / 300mg / 120mg
rifaximin-550mg-tablet|Rifaximin 550mg Tablet|Rifaximin||Tablet|550mg
rilpivirine-hydrochloride-eq-25mg-base-tablet|Rilpivirine Hydrochloride EQ 25mg BASE Tablet|Rilpivirine Hydrochloride||Tablet|EQ 25mg BASE
rilutek-50mg-tablet|Rilutek 50mg Tablet|Riluzole|Rilutek|Tablet|50mg
riluzole-50mg-tablet|Riluzole 50mg Tablet|Riluzole||Tablet|50mg
riluzole-50mg-10ml-suspension|Riluzole 50mg/10mL Suspension|Riluzole||Suspension|50mg/10mL
rimactane-300mg-capsule|Rimactane 300mg Capsule|Rifampin|Rimactane|Capsule|300mg
rimadyl-100mg-tablet|Rimadyl 100mg Tablet|Carprofen|Rimadyl|Tablet|100mg
rimadyl-150mg-tablet|Rimadyl 150mg Tablet|Carprofen|Rimadyl|Tablet|150mg
rimantadine-hydrochloride-100mg-tablet|Rimantadine Hydrochloride 100mg Tablet|Rimantadine Hydrochloride||Tablet|100mg
rimifon-100mg-ml-injectable|Rimifon 100mg/mL Injectable|Isoniazid|Rimifon|Injectable|100mg/mL
rimifon-25mg-ml-injectable|Rimifon 25mg/mL Injectable|Isoniazid|Rimifon|Injectable|25mg/mL
rimifon-50mg-5ml-syrup|Rimifon 50mg/5mL Syrup|Isoniazid|Rimifon|Syrup|50mg/5mL
rimso-50-50-solution|Rimso-50 50% Solution|Dimethyl Sulfoxide|Rimso-50|Solution|50%
ringer-s-in-plastic-container-33mg-100ml-30mg-100ml-860mg-100ml-injectable|Ringer's in Plastic Container 33mg/100mL / 30mg/100mL / 860mg/100mL Injectable|Calcium Chloride / Potassium Chloride / Sodium Chloride|Ringer's in Plastic Container|Injectable|33mg/100mL / 30mg/100mL / 860mg/100mL
ringer-s-in-plastic-container-33mg-100ml-30mg-100ml-860mg-100ml-solution|Ringer's in Plastic Container 33mg/100mL / 30mg/100mL / 860mg/100mL Solution|Calcium Chloride / Potassium Chloride / Sodium Chloride|Ringer's in Plastic Container|Solution|33mg/100mL / 30mg/100mL / 860mg/100mL
rinvoq-15mg-tablet-extended-release|Rinvoq 15mg Tablet, Extended Release|Upadacitinib|Rinvoq|Tablet, Extended Release|15mg
rinvoq-30mg-tablet-extended-release|Rinvoq 30mg Tablet, Extended Release|Upadacitinib|Rinvoq|Tablet, Extended Release|30mg
rinvoq-45mg-tablet-extended-release|Rinvoq 45mg Tablet, Extended Release|Upadacitinib|Rinvoq|Tablet, Extended Release|45mg
rinvoq-lq-1mg-ml-solution|Rinvoq Lq 1mg/mL Solution|Upadacitinib|Rinvoq Lq|Solution|1mg/mL
riociguat-0-5mg-tablet|Riociguat 0.5mg Tablet|Riociguat||Tablet|0.5mg
riociguat-1-5mg-tablet|Riociguat 1.5mg Tablet|Riociguat||Tablet|1.5mg
riociguat-1mg-tablet|Riociguat 1mg Tablet|Riociguat||Tablet|1mg
riociguat-2-5mg-tablet|Riociguat 2.5mg Tablet|Riociguat||Tablet|2.5mg
riociguat-2mg-tablet|Riociguat 2mg Tablet|Riociguat||Tablet|2mg
riomet-500mg-5ml-federal-register-determination-that-product-was-not-discontinue|Riomet 500mg/5mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Solution|Metformin Hydrochloride|Riomet|Solution|500mg/5mL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
riomet-er-500mg-5ml-for-suspension-extended-release|Riomet Er 500mg/5mL For Suspension, Extended Release|Metformin Hydrochloride|Riomet Er|For Suspension, Extended Release|500mg/5mL
risedronate-sodium-150mg-tablet|Risedronate Sodium 150mg Tablet|Risedronate Sodium||Tablet|150mg
risedronate-sodium-30mg-tablet|Risedronate Sodium 30mg Tablet|Risedronate Sodium||Tablet|30mg
risedronate-sodium-35mg-tablet|Risedronate Sodium 35mg Tablet|Risedronate Sodium||Tablet|35mg
risedronate-sodium-35mg-tablet-delayed-release|Risedronate Sodium 35mg Tablet, Delayed Release|Risedronate Sodium||Tablet, Delayed Release|35mg
risedronate-sodium-5mg-tablet|Risedronate Sodium 5mg Tablet|Risedronate Sodium||Tablet|5mg
risedronate-sodium-75mg-tablet|Risedronate Sodium 75mg Tablet|Risedronate Sodium||Tablet|75mg
risperdal-0-25mg-tablet|Risperdal 0.25mg Tablet|Risperidone|Risperdal|Tablet|0.25mg
risperdal-0-5mg-federal-register-determination-that-product-was-not-discontinued|Risperdal 0.5mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Orally Disintegrating|Risperidone|Risperdal|Tablet, Orally Disintegrating|0.5mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
risperdal-0-5mg-tablet|Risperdal 0.5mg Tablet|Risperidone|Risperdal|Tablet|0.5mg
risperdal-1mg-federal-register-determination-that-product-was-not-discontinued-o|Risperdal 1mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Orally Disintegrating|Risperidone|Risperdal|Tablet, Orally Disintegrating|1mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
risperdal-1mg-tablet|Risperdal 1mg Tablet|Risperidone|Risperdal|Tablet|1mg
risperdal-1mg-ml-solution|Risperdal 1mg/mL Solution|Risperidone|Risperdal|Solution|1mg/mL
risperdal-2mg-federal-register-determination-that-product-was-not-discontinued-o|Risperdal 2mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Orally Disintegrating|Risperidone|Risperdal|Tablet, Orally Disintegrating|2mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
risperdal-2mg-tablet|Risperdal 2mg Tablet|Risperidone|Risperdal|Tablet|2mg
risperdal-3mg-federal-register-determination-that-product-was-not-discontinued-o|Risperdal 3mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Orally Disintegrating|Risperidone|Risperdal|Tablet, Orally Disintegrating|3mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
risperdal-3mg-tablet|Risperdal 3mg Tablet|Risperidone|Risperdal|Tablet|3mg
risperdal-4mg-federal-register-determination-that-product-was-not-discontinued-o|Risperdal 4mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Orally Disintegrating|Risperidone|Risperdal|Tablet, Orally Disintegrating|4mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
risperdal-4mg-tablet|Risperdal 4mg Tablet|Risperidone|Risperdal|Tablet|4mg
risperdal-5mg-tablet|Risperdal 5mg Tablet|Risperidone|Risperdal|Tablet|5mg
risperdal-consta-12-5mg-vial-powder|Risperdal Consta 12.5mg/VIAL Powder|Risperidone|Risperdal Consta|Powder|12.5mg/VIAL
risperdal-consta-25mg-vial-powder|Risperdal Consta 25mg/VIAL Powder|Risperidone|Risperdal Consta|Powder|25mg/VIAL
risperdal-consta-37-5mg-vial-powder|Risperdal Consta 37.5mg/VIAL Powder|Risperidone|Risperdal Consta|Powder|37.5mg/VIAL
risperdal-consta-50mg-vial-powder|Risperdal Consta 50mg/VIAL Powder|Risperidone|Risperdal Consta|Powder|50mg/VIAL
risperidone-0-25mg-tablet|Risperidone 0.25mg Tablet|Risperidone||Tablet|0.25mg
risperidone-0-25mg-tablet-orally-disintegrating|Risperidone 0.25mg Tablet, Orally Disintegrating|Risperidone||Tablet, Orally Disintegrating|0.25mg
risperidone-0-5mg-tablet|Risperidone 0.5mg Tablet|Risperidone||Tablet|0.5mg
risperidone-0-5mg-tablet-orally-disintegrating|Risperidone 0.5mg Tablet, Orally Disintegrating|Risperidone||Tablet, Orally Disintegrating|0.5mg
risperidone-12-5mg-vial-powder|Risperidone 12.5mg/VIAL Powder|Risperidone||Powder|12.5mg/VIAL
risperidone-1mg-tablet|Risperidone 1mg Tablet|Risperidone||Tablet|1mg
risperidone-1mg-tablet-orally-disintegrating|Risperidone 1mg Tablet, Orally Disintegrating|Risperidone||Tablet, Orally Disintegrating|1mg
risperidone-1mg-ml-solution|Risperidone 1mg/mL Solution|Risperidone||Solution|1mg/mL
risperidone-25mg-vial-powder|Risperidone 25mg/VIAL Powder|Risperidone||Powder|25mg/VIAL
risperidone-2mg-tablet|Risperidone 2mg Tablet|Risperidone||Tablet|2mg
risperidone-2mg-tablet-orally-disintegrating|Risperidone 2mg Tablet, Orally Disintegrating|Risperidone||Tablet, Orally Disintegrating|2mg
risperidone-37-5mg-vial-powder|Risperidone 37.5mg/VIAL Powder|Risperidone||Powder|37.5mg/VIAL
risperidone-3mg-tablet|Risperidone 3mg Tablet|Risperidone||Tablet|3mg
risperidone-3mg-tablet-orally-disintegrating|Risperidone 3mg Tablet, Orally Disintegrating|Risperidone||Tablet, Orally Disintegrating|3mg
risperidone-4mg-tablet|Risperidone 4mg Tablet|Risperidone||Tablet|4mg
risperidone-4mg-tablet-orally-disintegrating|Risperidone 4mg Tablet, Orally Disintegrating|Risperidone||Tablet, Orally Disintegrating|4mg
risperidone-50mg-vial-powder|Risperidone 50mg/VIAL Powder|Risperidone||Powder|50mg/VIAL
risvan-100mg-for-suspension-extended-release|Risvan 100mg For Suspension, Extended Release|Risperidone|Risvan|For Suspension, Extended Release|100mg
risvan-75mg-for-suspension-extended-release|Risvan 75mg For Suspension, Extended Release|Risperidone|Risvan|For Suspension, Extended Release|75mg
ritalin-10mg-tablet|Ritalin 10mg Tablet|Methylphenidate Hydrochloride|Ritalin|Tablet|10mg
ritalin-20mg-tablet|Ritalin 20mg Tablet|Methylphenidate Hydrochloride|Ritalin|Tablet|20mg
ritalin-5mg-tablet|Ritalin 5mg Tablet|Methylphenidate Hydrochloride|Ritalin|Tablet|5mg
ritalin-la-10mg-capsule-extended-release|Ritalin La 10mg Capsule, Extended Release|Methylphenidate Hydrochloride|Ritalin La|Capsule, Extended Release|10mg
ritalin-la-20mg-capsule-extended-release|Ritalin La 20mg Capsule, Extended Release|Methylphenidate Hydrochloride|Ritalin La|Capsule, Extended Release|20mg
ritalin-la-30mg-capsule-extended-release|Ritalin La 30mg Capsule, Extended Release|Methylphenidate Hydrochloride|Ritalin La|Capsule, Extended Release|30mg
ritalin-la-40mg-capsule-extended-release|Ritalin La 40mg Capsule, Extended Release|Methylphenidate Hydrochloride|Ritalin La|Capsule, Extended Release|40mg
ritalin-la-60mg-federal-register-determination-that-product-was-not-discontinued|Ritalin La 60mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Capsule, Extended Release|Methylphenidate Hydrochloride|Ritalin La|Capsule, Extended Release|60mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
ritalin-sr-20mg-federal-register-determination-that-product-was-not-discontinued|Ritalin-Sr 20mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons** Tablet, Extended Release|Methylphenidate Hydrochloride|Ritalin-Sr|Tablet, Extended Release|20mg **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**
ritodrine-hcl-10mg-ml-injectable|Ritodrine Hcl 10mg/mL Injectable|Ritodrine Hydrochloride|Ritodrine Hcl|Injectable|10mg/mL
ritodrine-hcl-15mg-ml-injectable|Ritodrine Hcl 15mg/mL Injectable|Ritodrine Hydrochloride|Ritodrine Hcl|Injectable|15mg/mL
ritodrine-hydrochloride-10mg-ml-injectable|Ritodrine Hydrochloride 10mg/mL Injectable|Ritodrine Hydrochloride||Injectable|10mg/mL
ritodrine-hydrochloride-15mg-ml-injectable|Ritodrine Hydrochloride 15mg/mL Injectable|Ritodrine Hydrochloride||Injectable|15mg/mL
ritodrine-hydrochloride-in-dextrose-5-in-plastic-container-30mg-100ml-injectable|Ritodrine Hydrochloride in Dextrose 5% in Plastic Container 30mg/100mL Injectable|Ritodrine Hydrochloride|Ritodrine Hydrochloride in Dextrose 5% in Plastic Container|Injectable|30mg/100mL
ritonavir-100mg-capsule|Ritonavir 100mg Capsule|Ritonavir||Capsule|100mg
ritonavir-100mg-tablet|Ritonavir 100mg Tablet|Ritonavir||Tablet|100mg
rituxan-100mg-10ml-10mg-ml-solution|Rituxan 100mg/10mL (10mg/mL) Solution|Rituximab|Rituxan|Solution|100mg/10mL (10mg/mL)
rituxan-500mg-50ml-10mg-ml-solution|Rituxan 500mg/50mL (10mg/mL) Solution|Rituximab|Rituxan|Solution|500mg/50mL (10mg/mL)
rituxan-hycela-1400mg-and-23400units-11-7ml-solution|Rituxan Hycela 1400mg and 23400UNITS/11.7mL Solution|Rituximab / Hyaluronidase (human Recombinant)|Rituxan Hycela|Solution|1400mg and 23400UNITS/11.7mL
rituxan-hycela-1600mg-and-26800units-13-4ml-solution|Rituxan Hycela 1600mg and 26800UNITS/13.4mL Solution|Rituximab / Hyaluronidase (human Recombinant)|Rituxan Hycela|Solution|1600mg and 26800UNITS/13.4mL
